,pk,category,blog_url
217,9999,hindu-blogs,https://www.patheos.com/blogs/hindu2
218,9999,hindu-blogs,https://www.patheos.com/blogs/samudra
219,9999,hindu-blogs,https://www.patheos.com/blogs/seekingshanti
220,9999,hindu-blogs,https://www.patheos.com/blogs/whitehindu
221,9999,jewish-blogs,https://www.patheos.com/blogs/everythingoldisnewagain
222,9999,jewish-blogs,https://www.patheos.com/blogs/jewishvoices
223,9999,jewish-blogs,https://www.patheos.com/blogs/opentablejudaism
224,9999,jewish-blogs,https://www.patheos.com/blogs/seventyfacesoftorah
225,9999,jewish-blogs,https://www.patheos.com/blogs/wheelsfaith
226,9999,jewish-blogs,https://www.patheos.com/blogs/writingfromtheedge
227,9999,latter-day-saint-blogs,http://www.patheos.com/blogs/postsofgreatprice
228,9999,latter-day-saint-blogs,https://www.patheos.com/blogs/aestheism
229,9999,latter-day-saint-blogs,https://www.patheos.com/blogs/benjaminthescribe
230,9999,latter-day-saint-blogs,https://www.patheos.com/blogs/blairvandyke
231,9999,latter-day-saint-blogs,https://www.patheos.com/blogs/christopherdcunningham
232,9999,latter-day-saint-blogs,https://www.patheos.com/blogs/danpeterson
233,9999,latter-day-saint-blogs,https://www.patheos.com/blogs/delisahargrove
234,9999,latter-day-saint-blogs,https://www.patheos.com/blogs/faithpromotingrumor
235,9999,latter-day-saint-blogs,https://www.patheos.com/blogs/homewaters
236,9999,latter-day-saint-blogs,https://www.patheos.com/blogs/kiwimormon
237,9999,latter-day-saint-blogs,https://www.patheos.com/blogs/mormontherapist
238,9999,latter-day-saint-blogs,https://www.patheos.com/blogs/peculiarpeople
239,9999,latter-day-saint-blogs,https://www.patheos.com/blogs/scatteringsunshine
240,9999,latter-day-saint-blogs,https://www.patheos.com/blogs/soulandcity
241,9999,latter-day-saint-blogs,https://www.patheos.com/blogs/themormonpolitico
242,9999,latter-day-saint-blogs,https://www.patheos.com/blogs/welcometable
243,9999,latter-day-saint-blogs,https://www.patheos.com/blogs/yearofpolygamy
244,9999,more-voices-blogs,https://www.patheos.com/blogs/carlgregg
245,9999,more-voices-blogs,https://www.patheos.com/blogs/mysticpost
246,9999,more-voices-blogs,https://www.patheos.com/blogs/religioustolerance
247,9999,muslim-blogs,http://www.patheos.com/blogs/allmuslim
248,9999,muslim-blogs,http://www.patheos.com/blogs/emansplaining
249,9999,muslim-blogs,https://www.patheos.com/blogs/akramsrazor
250,9999,muslim-blogs,https://www.patheos.com/blogs/almihrab
251,9999,muslim-blogs,https://www.patheos.com/blogs/altmuslim
252,9999,muslim-blogs,https://www.patheos.com/blogs/askamuslim
253,9999,muslim-blogs,https://www.patheos.com/blogs/azizpoonawalla
254,9999,muslim-blogs,https://www.patheos.com/blogs/fortheloveofgod
255,9999,muslim-blogs,https://www.patheos.com/blogs/growmama
256,9999,muslim-blogs,https://www.patheos.com/blogs/heartfelt
257,9999,muslim-blogs,https://www.patheos.com/blogs/hijabihandshaker
258,9999,muslim-blogs,https://www.patheos.com/blogs/hindtrospectives
259,9999,muslim-blogs,https://www.patheos.com/blogs/islamahmadiyya
260,9999,muslim-blogs,https://www.patheos.com/blogs/livingtradition
261,9999,muslim-blogs,https://www.patheos.com/blogs/loveinshallah
262,9999,muslim-blogs,https://www.patheos.com/blogs/mmw
263,9999,muslim-blogs,https://www.patheos.com/blogs/mostlymuslim
264,9999,muslim-blogs,https://www.patheos.com/blogs/muslimagorist
265,9999,muslim-blogs,https://www.patheos.com/blogs/muslimahinprogress
266,9999,muslim-blogs,https://www.patheos.com/blogs/muslimahnextdoor
267,9999,muslim-blogs,https://www.patheos.com/blogs/muslimalchemy
268,9999,muslim-blogs,https://www.patheos.com/blogs/muslimnlove
269,9999,muslim-blogs,https://www.patheos.com/blogs/muslimsforasafeamerica
270,9999,muslim-blogs,https://www.patheos.com/blogs/myislamiclife
271,9999,muslim-blogs,https://www.patheos.com/blogs/nbamuslims
272,9999,muslim-blogs,https://www.patheos.com/blogs/oneummahmanyvoices
273,9999,muslim-blogs,https://www.patheos.com/blogs/personalislam
274,9999,muslim-blogs,https://www.patheos.com/blogs/quranalyzeit
275,9999,muslim-blogs,https://www.patheos.com/blogs/rationalsufi
276,9999,muslim-blogs,https://www.patheos.com/blogs/sabrshukr
277,9999,muslim-blogs,https://www.patheos.com/blogs/splitthemoon
278,9999,muslim-blogs,https://www.patheos.com/blogs/themuslimhippie
279,9999,muslim-blogs,https://www.patheos.com/blogs/themuslimmonad
280,9999,muslim-blogs,https://www.patheos.com/blogs/truthtopower
281,9999,new-visions-blogs,http://www.patheos.com/blogs/holyscapes
282,9999,new-visions-blogs,http://www.patheos.com/blogs/lochkelly
283,9999,new-visions-blogs,http://www.patheos.com/blogs/mysticpost
284,9999,new-visions-blogs,http://www.patheos.com/blogs/strategicmonk
285,9999,new-visions-blogs,https://www.patheos.com/blogs/aboveandbeyondthe5senses
286,9999,new-visions-blogs,https://www.patheos.com/blogs/ahappymedium
287,9999,new-visions-blogs,https://www.patheos.com/blogs/astrology
288,9999,new-visions-blogs,https://www.patheos.com/blogs/companionsonthejourney
289,9999,new-visions-blogs,https://www.patheos.com/blogs/debraengleeverydaymiracles
290,9999,new-visions-blogs,https://www.patheos.com/blogs/essenceoftheone
291,9999,new-visions-blogs,https://www.patheos.com/blogs/evolutionarypower
292,9999,new-visions-blogs,https://www.patheos.com/blogs/exploringtheprayerfield
293,9999,new-visions-blogs,https://www.patheos.com/blogs/fieldnotesonliving
294,9999,new-visions-blogs,https://www.patheos.com/blogs/heavenlycreatures
295,9999,new-visions-blogs,https://www.patheos.com/blogs/holyrover
296,9999,new-visions-blogs,https://www.patheos.com/blogs/ilchilee
297,9999,new-visions-blogs,https://www.patheos.com/blogs/interspirituality
298,9999,new-visions-blogs,https://www.patheos.com/blogs/justaskjay
299,9999,new-visions-blogs,https://www.patheos.com/blogs/justonething
300,9999,new-visions-blogs,https://www.patheos.com/blogs/karuna
301,9999,new-visions-blogs,https://www.patheos.com/blogs/luminousliving
302,9999,new-visions-blogs,https://www.patheos.com/blogs/mollywingate
303,9999,new-visions-blogs,https://www.patheos.com/blogs/pitstopforthespirituallybamboozled
304,9999,new-visions-blogs,https://www.patheos.com/blogs/projectawaken
305,9999,new-visions-blogs,https://www.patheos.com/blogs/revealingyourluminessence
